task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s
0,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,3,10,False,,2,kv_decode,ok,,1766548386.1760375,18,4.955,,146.1173,275.0443294117647,4.297567647058823,,64,64,347.4002000002656,318.6506,142.7882,stop,999.89,275.0443294117647,,64,232.68976363510686
0,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,3,11,False,,2,e2e_kv,ok,,1766548386.1760375,18,4.955,,146.1173,275.0443294117647,4.297567647058823,,64,64,347.4002000002656,318.6506,142.7882,stop,999.89,279.9993294117647,,82,292.85784423937486
0,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,4,12,False,,3,prefill,ok,,1766548386.5235653,18,4.9245,,143.0447,269.2606117647059,4.20719705882353,,0,64,343.0268000001888,322.4053,146.9116,stop,999.89,4.9245,,18,3655.1934206518426
0,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,4,13,False,,3,kv_decode,ok,,1766548386.5235653,18,4.9245,,143.0447,269.2606117647059,4.20719705882353,,64,64,343.0268000001888,322.4053,146.9116,stop,999.89,269.2606117647059,,64,237.6879395042249
0,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,4,14,False,,3,e2e_kv,ok,,1766548386.5235653,18,4.9245,,143.0447,269.2606117647059,4.20719705882353,,64,64,343.0268000001888,322.4053,146.9116,stop,999.89,274.18511176470594,,82,299.0680255110603
0,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,5,15,False,,4,prefill,ok,,1766548386.8667188,18,4.8114,,144.4253,271.8593882352941,4.24780294117647,,0,64,357.2726000002149,318.9755,139.7168,stop,999.89,4.8114,,18,3741.1148522259637
0,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,5,16,False,,4,kv_decode,ok,,1766548386.8667188,18,4.8114,,144.4253,271.8593882352941,4.24780294117647,,64,64,357.2726000002149,318.9755,139.7168,stop,999.89,271.8593882352941,,64,235.41581703482703
0,short,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Summarize RLHF in one sentence.,31,64,5,17,False,,4,e2e_kv,ok,,1766548386.8667188,18,4.8114,,144.4253,271.8593882352941,4.24780294117647,,64,64,357.2726000002149,318.9755,139.7168,stop,999.89,276.6707882352941,,82,296.3811269090804
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,6,18,True,0,,prefill,ok,,1766548387.2242668,11,87.3542,,275.0486,275.0486,4.297634375,,0,64,576.4634999995906,545.8268,145.6069,length,999.89,87.3542,,11,125.92411126196565
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,6,19,True,0,,kv_decode,ok,,1766548387.2242668,11,87.3542,,275.0486,275.0486,4.297634375,,64,64,576.4634999995906,545.8268,145.6069,length,999.89,275.0486,,64,232.6861507384513
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,6,20,True,0,,e2e_kv,ok,,1766548387.2242668,11,87.3542,,275.0486,275.0486,4.297634375,,64,64,576.4634999995906,545.8268,145.6069,length,999.89,362.4028,,75,206.95204341688307
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,7,21,False,,0,prefill,ok,,1766548387.800897,11,4.6714,,266.7636,266.7636,4.16818125,,0,64,509.57780000044295,462.1526,147.3995,length,999.89,4.6714,,11,2354.754463330051
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,7,22,False,,0,kv_decode,ok,,1766548387.800897,11,4.6714,,266.7636,266.7636,4.16818125,,64,64,509.57780000044295,462.1526,147.3995,length,999.89,266.7636,,64,239.91279170021699
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,7,23,False,,0,e2e_kv,ok,,1766548387.800897,11,4.6714,,266.7636,266.7636,4.16818125,,64,64,509.57780000044295,462.1526,147.3995,length,999.89,271.435,,75,276.309245307348
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,8,24,False,,1,prefill,ok,,1766548388.3106327,11,5.0001,,269.9705,269.9705,4.2182890625,,0,64,505.77720000001136,457.3641,142.3416,length,999.89,5.0001,,11,2199.9560008799826
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,8,25,False,,1,kv_decode,ok,,1766548388.3106327,11,5.0001,,269.9705,269.9705,4.2182890625,,64,64,505.77720000001136,457.3641,142.3416,length,999.89,269.9705,,64,237.06293835807986
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,8,26,False,,1,e2e_kv,ok,,1766548388.3106327,11,5.0001,,269.9705,269.9705,4.2182890625,,64,64,505.77720000001136,457.3641,142.3416,length,999.89,274.9706,,75,272.7564328695504
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,9,27,False,,2,prefill,ok,,1766548388.8166237,11,5.1856,,270.6985,270.6985,4.2296640625,,0,64,500.2555000000939,464.3617,143.2413,length,999.89,5.1856,,11,2121.258870718914
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,9,28,False,,2,kv_decode,ok,,1766548388.8166237,11,5.1856,,270.6985,270.6985,4.2296640625,,64,64,500.2555000000939,464.3617,143.2413,length,999.89,270.6985,,64,236.42539578165375
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,9,29,False,,2,e2e_kv,ok,,1766548388.8166237,11,5.1856,,270.6985,270.6985,4.2296640625,,64,64,500.2555000000939,464.3617,143.2413,length,999.89,275.88410000000005,,75,271.8532891166979
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,10,30,False,,3,prefill,ok,,1766548389.3170028,11,4.3955,,267.1462,267.1462,4.174159375,,0,64,487.76469999938854,457.5409,145.4378,length,999.89,4.3955,,11,2502.5594357866
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,10,31,False,,3,kv_decode,ok,,1766548389.3170028,11,4.3955,,267.1462,267.1462,4.174159375,,64,64,487.76469999938854,457.5409,145.4378,length,999.89,267.1462,,64,239.56919469563857
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,10,32,False,,3,e2e_kv,ok,,1766548389.3170028,11,4.3955,,267.1462,267.1462,4.174159375,,64,64,487.76469999938854,457.5409,145.4378,length,999.89,271.54170000000005,,75,276.20067194099465
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,11,33,False,,4,prefill,ok,,1766548389.8049161,11,4.5558,,265.1845,265.1845,4.1435078125,,0,64,511.83149999997113,455.0523,140.62,length,999.89,4.5558,,11,2414.5045875587166
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,11,34,False,,4,kv_decode,ok,,1766548389.8049161,11,4.5558,,265.1845,265.1845,4.1435078125,,64,64,511.83149999997113,455.0523,140.62,length,999.89,265.1845,,64,241.34140570055942
1,micro,ollama,ollama,gemma3:1b-it-qat,ollama,999.9,999.9,Hello,5,64,11,35,False,,4,e2e_kv,ok,,1766548389.8049161,11,4.5558,,265.1845,265.1845,4.1435078125,,64,64,511.83149999997113,455.0523,140.62,length,999.89,269.7403,,75,278.0452160837665
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,12,36,True,0,,prefill,ok,,1766548390.3171444,17,8.0329,,80.6018,139.41932972972972,2.178427027027027,,0,64,1473.3382000003985,1411.1402,1264.4873,stop,268.1,8.0329,,17,2116.296729699113
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,12,37,True,0,,kv_decode,ok,,1766548390.3171444,17,8.0329,,80.6018,139.41932972972972,2.178427027027027,,64,64,1473.3382000003985,1411.1402,1264.4873,stop,268.1,139.41932972972972,,64,459.0468202943359
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,12,38,True,0,,e2e_kv,ok,,1766548390.3171444,17,8.0329,,80.6018,139.41932972972972,2.178427027027027,,64,64,1473.3382000003985,1411.1402,1264.4873,stop,268.1,147.45222972972974,,81,549.3304519603921
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,13,39,False,,0,prefill,ok,,1766548391.790649,17,2.4207,,100.3813,133.84173333333334,2.0912770833333334,,0,64,320.6544999993639,293.8826,151.171,stop,268.1,2.4207,,17,7022.7620109885565
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,13,40,False,,0,kv_decode,ok,,1766548391.790649,17,2.4207,,100.3813,133.84173333333334,2.0912770833333334,,64,64,320.6544999993639,293.8826,151.171,stop,268.1,133.84173333333334,,64,478.17671219639516
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,13,41,False,,0,e2e_kv,ok,,1766548391.790649,17,2.4207,,100.3813,133.84173333333334,2.0912770833333334,,64,64,320.6544999993639,293.8826,151.171,stop,268.1,136.26243333333335,,81,594.4411678151449
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,14,42,False,,1,prefill,ok,,1766548392.111478,17,2.9042,,104.9923,139.98973333333333,2.1873395833333333,,0,64,300.4635999996026,288.9137,149.3357,stop,268.1,2.9042,,17,5853.591350457958
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,14,43,False,,1,kv_decode,ok,,1766548392.111478,17,2.9042,,104.9923,139.98973333333333,2.1873395833333333,,64,64,300.4635999996026,288.9137,149.3357,stop,268.1,139.98973333333333,,64,457.1763834109739
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,14,44,False,,1,e2e_kv,ok,,1766548392.111478,17,2.9042,,104.9923,139.98973333333333,2.1873395833333333,,64,64,300.4635999996026,288.9137,149.3357,stop,268.1,142.89393333333334,,81,566.8540161956957
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,15,45,False,,2,prefill,ok,,1766548392.412147,17,2.6337,,102.3534,136.47119999999998,2.1323624999999997,,0,64,312.1255999994901,289.3442,146.3236,stop,268.1,2.6337,,17,6454.797433268785
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,15,46,False,,2,kv_decode,ok,,1766548392.412147,17,2.6337,,102.3534,136.47119999999998,2.1323624999999997,,64,64,312.1255999994901,289.3442,146.3236,stop,268.1,136.47119999999998,,64,468.963414991588
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,15,47,False,,2,e2e_kv,ok,,1766548392.412147,17,2.6337,,102.3534,136.47119999999998,2.1323624999999997,,64,64,312.1255999994901,289.3442,146.3236,stop,268.1,139.1049,,81,582.2943692134498
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,16,48,False,,3,prefill,ok,,1766548392.724397,17,2.583,,105.183,140.244,2.1913125,,0,64,296.75439999937225,287.0372,144.4492,stop,268.1,2.583,,17,6581.494386372435
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,16,49,False,,3,kv_decode,ok,,1766548392.724397,17,2.583,,105.183,140.244,2.1913125,,64,64,296.75439999937225,287.0372,144.4492,stop,268.1,140.244,,64,456.34750862782005
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,16,50,False,,3,e2e_kv,ok,,1766548392.724397,17,2.583,,105.183,140.244,2.1913125,,64,64,296.75439999937225,287.0372,144.4492,stop,268.1,142.827,,81,567.1196622487345
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,17,51,False,,4,prefill,ok,,1766548393.0212858,17,2.576,,101.6179,135.49053333333333,2.1170395833333333,,0,64,327.88170000003447,296.5633,153.246,stop,268.1,2.576,,17,6599.378881987577
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,17,52,False,,4,kv_decode,ok,,1766548393.0212858,17,2.576,,101.6179,135.49053333333333,2.1170395833333333,,64,64,327.88170000003447,296.5633,153.246,stop,268.1,135.49053333333333,,64,472.3577243772997
2,short,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Summarize RLHF in one sentence.,31,64,17,53,False,,4,e2e_kv,ok,,1766548393.0212858,17,2.576,,101.6179,135.49053333333333,2.1170395833333333,,64,64,327.88170000003447,296.5633,153.246,stop,268.1,138.06653333333333,,81,586.6736713410636
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,18,54,True,0,,prefill,ok,,1766548393.349435,25,6.6322,,129.0003,129.0003,2.0156296875,,0,64,344.88839999994525,329.0732,145.3928,length,268.1,6.6322,,25,3769.4882542745995
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,18,55,True,0,,kv_decode,ok,,1766548393.349435,25,6.6322,,129.0003,129.0003,2.0156296875,,64,64,344.88839999994525,329.0732,145.3928,length,268.1,129.0003,,64,496.1228772336188
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,18,56,True,0,,e2e_kv,ok,,1766548393.349435,25,6.6322,,129.0003,129.0003,2.0156296875,,64,64,344.88839999994525,329.0732,145.3928,length,268.1,135.63250000000002,,89,656.184911433469
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,19,57,False,,0,prefill,ok,,1766548393.6944737,25,4.0385,,127.7748,127.7748,1.99648125,,0,64,358.8625000002139,332.2462,150.2483,length,268.1,4.0385,,25,6190.417234121581
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,19,58,False,,0,kv_decode,ok,,1766548393.6944737,25,4.0385,,127.7748,127.7748,1.99648125,,64,64,358.8625000002139,332.2462,150.2483,length,268.1,127.7748,,64,500.88123792797956
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,19,59,False,,0,e2e_kv,ok,,1766548393.6944737,25,4.0385,,127.7748,127.7748,1.99648125,,64,64,358.8625000002139,332.2462,150.2483,length,268.1,131.8133,,89,675.1974193802902
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,20,60,False,,1,prefill,ok,,1766548394.0534558,25,2.837,,129.2975,129.2975,2.0202734375,,0,64,367.8240999997797,329.7975,151.1295,length,268.1,2.837,,25,8812.125484666902
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,20,61,False,,1,kv_decode,ok,,1766548394.0534558,25,2.837,,129.2975,129.2975,2.0202734375,,64,64,367.8240999997797,329.7975,151.1295,length,268.1,129.2975,,64,494.9825015951584
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,20,62,False,,1,e2e_kv,ok,,1766548394.0534558,25,2.837,,129.2975,129.2975,2.0202734375,,64,64,367.8240999997797,329.7975,151.1295,length,268.1,132.1345,,89,673.5561113865039
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,21,63,False,,2,prefill,ok,,1766548394.4214926,25,4.5459,,129.1385,129.1385,2.0177890625,,0,64,350.43599999971775,321.9546,143.2098,length,268.1,4.5459,,25,5499.461052816825
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,21,64,False,,2,kv_decode,ok,,1766548394.4214926,25,4.5459,,129.1385,129.1385,2.0177890625,,64,64,350.43599999971775,321.9546,143.2098,length,268.1,129.1385,,64,495.5919419847683
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,21,65,False,,2,e2e_kv,ok,,1766548394.4214926,25,4.5459,,129.1385,129.1385,2.0177890625,,64,64,350.43599999971775,321.9546,143.2098,length,268.1,133.68439999999998,,89,665.7470879175132
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,22,66,False,,3,prefill,ok,,1766548394.772098,25,2.5449,,133.5498,133.5498,2.086715625,,0,64,360.8810999994603,335.9302,148.3116,length,268.1,2.5449,,25,9823.56870603953
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,22,67,False,,3,kv_decode,ok,,1766548394.772098,25,2.5449,,133.5498,133.5498,2.086715625,,64,64,360.8810999994603,335.9302,148.3116,length,268.1,133.5498,,64,479.22198311042024
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,22,68,False,,3,e2e_kv,ok,,1766548394.772098,25,2.5449,,133.5498,133.5498,2.086715625,,64,64,360.8810999994603,335.9302,148.3116,length,268.1,136.09470000000002,,89,653.9563994777166
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,23,69,False,,4,prefill,ok,,1766548395.1331022,25,2.2918,,128.7583,128.7583,2.0118484375,,0,64,339.0669999998863,317.5574,140.7437,length,268.1,2.2918,,25,10908.456235273587
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,23,70,False,,4,kv_decode,ok,,1766548395.1331022,25,2.2918,,128.7583,128.7583,2.0118484375,,64,64,339.0669999998863,317.5574,140.7437,length,268.1,128.7583,,64,497.0553354618693
3,medium,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Explain how backpressure works in an inference service and when to enable queueing.,83,64,23,71,False,,4,e2e_kv,ok,,1766548395.1331022,25,2.2918,,128.7583,128.7583,2.0118484375,,64,64,339.0669999998863,317.5574,140.7437,length,268.1,131.0501,,89,679.129584792381
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,24,72,True,0,,prefill,ok,,1766548395.472491,10,51.4006,,22.6298,131.6642909090909,2.0572545454545454,,0,64,239.7623000006206,229.2361,139.353,stop,268.1,51.4006,,10,194.55025816819258
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,24,73,True,0,,kv_decode,ok,,1766548395.472491,10,51.4006,,22.6298,131.6642909090909,2.0572545454545454,,64,64,239.7623000006206,229.2361,139.353,stop,268.1,131.6642909090909,,64,486.08472014776976
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,24,74,True,0,,e2e_kv,ok,,1766548395.472491,10,51.4006,,22.6298,131.6642909090909,2.0572545454545454,,64,64,239.7623000006206,229.2361,139.353,stop,268.1,183.0648909090909,,74,404.22824733087697
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,25,75,False,,0,prefill,ok,,1766548395.7125542,10,3.0317,,20.8596,121.36494545454546,1.8963272727272729,,0,64,204.87120000052528,179.8167,144.1941,stop,268.1,3.0317,,10,3298.4794009961406
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,25,76,False,,0,kv_decode,ok,,1766548395.7125542,10,3.0317,,20.8596,121.36494545454546,1.8963272727272729,,64,64,204.87120000052528,179.8167,144.1941,stop,268.1,121.36494545454546,,64,527.3351358607068
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,25,77,False,,0,e2e_kv,ok,,1766548395.7125542,10,3.0317,,20.8596,121.36494545454546,1.8963272727272729,,64,64,204.87120000052528,179.8167,144.1941,stop,268.1,124.39664545454546,,74,594.8713466476844
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,26,78,False,,1,prefill,ok,,1766548395.917564,10,2.3812,,20.2178,117.63083636363636,1.8379818181818182,,0,64,204.70380000006116,182.8541,145.0821,stop,268.1,2.3812,,10,4199.563245422475
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,26,79,False,,1,kv_decode,ok,,1766548395.917564,10,2.3812,,20.2178,117.63083636363636,1.8379818181818182,,64,64,204.70380000006116,182.8541,145.0821,stop,268.1,117.63083636363636,,64,544.0750229995351
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,26,80,False,,1,e2e_kv,ok,,1766548395.917564,10,2.3812,,20.2178,117.63083636363636,1.8379818181818182,,64,64,204.70380000006116,182.8541,145.0821,stop,268.1,120.01203636363637,,74,616.6048193347879
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,27,81,False,,2,prefill,ok,,1766548396.1225202,10,2.3368,,22.7856,132.57076363636364,2.071418181818182,,0,64,190.62229999963165,182.508,147.2559,stop,268.1,2.3368,,10,4279.356384799726
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,27,82,False,,2,kv_decode,ok,,1766548396.1225202,10,2.3368,,22.7856,132.57076363636364,2.071418181818182,,64,64,190.62229999963165,182.508,147.2559,stop,268.1,132.57076363636364,,64,482.761042061653
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,27,83,False,,2,e2e_kv,ok,,1766548396.1225202,10,2.3368,,22.7856,132.57076363636364,2.071418181818182,,64,64,190.62229999963165,182.508,147.2559,stop,268.1,134.90756363636365,,74,548.5237299182363
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,28,84,False,,3,prefill,ok,,1766548396.3132646,10,2.6504,,21.9485,127.70036363636363,1.9953181818181818,,0,64,208.59230000041862,179.2072,138.6686,stop,268.1,2.6504,,10,3773.0153939028073
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,28,85,False,,3,kv_decode,ok,,1766548396.3132646,10,2.6504,,21.9485,127.70036363636363,1.9953181818181818,,64,64,208.59230000041862,179.2072,138.6686,stop,268.1,127.70036363636363,,64,501.1732009021118
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,28,86,False,,3,e2e_kv,ok,,1766548396.3132646,10,2.6504,,21.9485,127.70036363636363,1.9953181818181818,,64,64,208.59230000041862,179.2072,138.6686,stop,268.1,130.35076363636364,,74,567.6990140727983
4,micro,ollama,ollama,gemma3:270m,ollama,268.1,268.1,Hello,5,64,29,87,False,,4,prefill,ok,,1766548396.5219986,10,3.1406,,20.2612,117.88334545454545,1.8419272727272726,,0,64,211.6059000009045,177.2103,142.6067,stop,268.1,3.1406,,10,3184.1049480990896
